marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,timestamp,IP Address
US,43887909,R35KWA1R1N0I9,B00WJHJGP2,29790660,"Tepoinn Car Mount Holder,Windshield Air Vent Dashboard Car Mount Mounting Holder Brackets Kits Window Suction for Smartphone Iphone4 Iphone5 Iphone6 Plus",Mobile_Electronics,5,0,0,N,Y,Five Stars,works great!,08-07-2015,1438928622,214.236.250.86
US,9827937,R1MY167R6RTL83,B000MPMHMW,490935467,Humminbird 7400931 MHX XNT Transom Mounting Hardware Kit,Mobile_Electronics,1,0,0,N,Y,Just needed a washer!!!!,Seemed awfully expensive to just buy one washer!!!!!!!!!,08-07-2015,1438906528,211.228.240.119
US,44550380,R22DXI12UJWNA1,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,iPhone cords that actually work!,These cords have worked great.,08-07-2015,1438961042,199.233.33.197
US,14562005,R3FFK1YYKAPQIT,B00WE1YCR0,620791586,New Wayzon Mini Clip Metal USB MP3 Music Media Player With Micro TF/SD Card Slot Support 1-8GB + Earphone(Purple),Mobile_Electronics,2,0,0,N,Y,It's Not Worth It !,"This MP3 player did not work very well, The unit itself moved inside the case and it would lose connection. I ended buying a different reliable player.",08-07-2015,1438955400,221.13.189.195
US,39965267,R1S0V2B5WXBBAC,B0067XVNTG,563475445,"Generic Car Dashboard Video Camera Vehicle Video Accident Recorder (2.0"" 1080P)",Mobile_Electronics,4,0,0,N,Y,"Great unit, reasonable price.","I think this is great.  Heed the advice on the SD card comments though, or it will not work.  I did the research before and bought two class 4 16Gb cards for the two units I purchased.  The only thing I would like to see on them is somehow to quickly &#34;lock&#34; a file when there is an &#34;event&#34; that you want to keep.  We had to pop the card out and copy the file(s) to a PC so they wouldn't get erased.  There is a way to do it on the camera, but it's not so easy.",08-07-2015,1438910922,223.230.72.52
US,21834106,R3JDZCQTTC6OG2,B01139CB26,52397339,Attwood Sahara Automatic Bilge Pump S500 Series - 12V - 500 GPH,Mobile_Electronics,2,0,0,N,N,Not A Good Replacement,"No wiring diagram. I figured it out and test ran it on the bench, all seemed well.<br />I installed it and it immediately smoked the wires, same hook up as on the bench.<br />Turns out that the &#34;auto&#34; function is faulty. I hooked it up to the bilge pump switch on the panel and will use it manually.<br />Pretty cheap unit, I will probably have to replace it soon.",08-07-2015,1438921783,195.178.242.40
US,20801399,RBLHU8O6WZFIK,B00WR0GAUK,383987857,"Campark 4.3"" HD 1920x1080P Car Rear View Mirror Camera DVR Dual Lens Back up G-Sensor",Mobile_Electronics,4,1,3,N,Y,All fine about purchase and time delivery,"All fine about purchase and time delivery.<br />4 star i give because of bad user manual, support from manual is not soo good. In description would be nice to say that these 6 led's around a front camera is just a led, not IR. At the beginning i was think that they are used as IR flash for front camera, but not...<br /><br />Final conclusion - Fine item, fair price, bad user manual, detailed description needed.",08-07-2015,1438969188,200.64.211.81
US,42023345,RJW68GD3HHXF3,B00O4FER3I,137236179,"LT Sport SN#100000000630-509 For Dodge, Lexus 3"" Black Carbon Fiber Antenna (Carbon)",Mobile_Electronics,1,0,0,N,Y,Went through the car wash once and it snapped off ...,Went through the car wash once and it snapped off.  Do not buy it.  Total POS.,08-06-2015,1438863981,196.222.3.203
US,44768300,R319XM354XJ6FG,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,5,0,0,N,N,Amazing little speaker!,Amazing little speaker. It is designed very nicely with clearly labeled buttons. It feels very solid and has a little weight to it which I like. The sound is really good for this speaker. It can pump out some pretty loud volume without sacrificing sound quality. It paired with my phone very easily. Love the speaker and would highly recommend it.,08-06-2015,1438885188,193.118.176.194
US,47474794,RKUZOHWZWWTWA,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0,0,N,Y,Five Stars,Perfect! Exactly what I needed. I keep one in my car and one in my purse.,08-06-2015,1438808499,216.1.130.30
US,3089757,R2G3PL0VGHZOY7,B00WX1V1AW,207765131,King Style Mechanical Mod,Mobile_Electronics,4,0,1,N,Y,Love it and the best part is the price,Powerful vape.  Love it and the best part is the price.  If your a heavy smoker it'll only last 3/4 off the day,08-06-2015,1438846092,210.139.102.132
US,1469742,R1VVQQHPNRSJ3B,B00LAVKCP6,20809335,Divoom Voombox-travel Portable Ultra Rugged and Water Resistant Bluetooth 4.0 Wireless Speaker with Speakerphone,Mobile_Electronics,5,0,0,N,Y,Best purchase I have made on Amazon,Blown away by the sound and battery life of this little guy. Use it everyday for fishing or hanging on the front porch. Looks well built. Best purchase I have made on Amazon.,08-06-2015,1438837468,207.120.158.48
US,10261149,RZDS3B6N74RY2,B0125TAQUW,342310746,"Avalon Waterproof Wireless Bluetooth 3.0 Speaker with Suction cup and Bicycle Clip, Black",Mobile_Electronics,5,0,0,N,N,I love the size and the kids are very impressed with ...,"I was looking for a speaker for the kids to use while they are in the pool.  I didn't want their phones to get broken, or dropped into the pool.  This little speaker is just what I wanted.  I love the size and the kids are very impressed with the sound quality.  It was super easy to connect to their phones and they had it up and running in just a couple of minutes.  The battery life isn't that long, but still a great deal and an awesome little speaker.  I received this item at a discounted price in exchange for my honest review.",08-06-2015,1438852586,218.160.48.40
US,146687,R3PXCK6T1PJP9M,B00BQZWWKY,783617784,XYUN TM Apple iPod Touch 5 Generation Case,Mobile_Electronics,5,0,0,N,Y,Awesome,I barely got this today and its really good,08-06-2015,1438882955,208.143.182.196
US,33780339,RH5S9U2O986EO,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,Thumbs up. Ordered more.,No complaints. So far they are better quality that Apple's.,08-06-2015,1438820839,222.100.55.57
US,19038563,R13U3CJNF3DXGC,B00NFJB1SI,484876677,Pioneer TSG4645R 4x6 2 Way 200w Car Speakers,Mobile_Electronics,2,1,2,N,Y,Horrible bass... Don't buy,Rated this 2 stars because if you listen to music that has bass then this sounds like it's rattling and muffled... I wish I didn't buy this. My front 2 speakers in my truck are kicker and I love them! But I made a mistake on these for the back seat.,08-06-2015,1438874626,210.159.63.133
US,23252626,R1JFXFU7623XSN,B004A83PE6,683281404,6-Pack Mirror Screen Protector for Apple iPod Touch 4th Gen,Mobile_Electronics,5,0,0,N,Y,,Best screen protector ever,08-06-2015,1438881198,200.166.123.110
US,3188709,R21TJPUAQBXAXI,B005DECMC2,823998262,RS22162 5-Disc CD Audio System with AM/FM Radio - RCARS22162,Mobile_Electronics,1,0,0,N,Y,One Star,makes too much noise when  CD changes,08-06-2015,1438851563,205.175.162.219
US,3370665,R256GKL8SJTXEZ,B00S5OFP3K,413513942,"Premium 10ft 8 pin Well-Braided USB Sync Charger Data Cable Cord Data for iPhone 6 / 6 Plus, 5s / 5c / 5, iPad Air 4 iPad Mini Retina, iPod Nano 7th Generation(Ct.3)(green blue purple)",Mobile_Electronics,2,0,5,N,Y,Liked how sturdy the cords are,"Liked how sturdy the cords are, but one of the charger's pin broke after less than a week. Tried to do an exchange, but only option was to return it. Kids need the chargers, so I decided to just keep them even though we didn't get much use out of one of them. Also, the charge seems to be slower than most, could be because of the length of the cord.",08-06-2015,1438853957,212.126.164.30
US,5915057,R3V1LOA01MJO96,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0,0,N,Y,Great Quality! Loved it as soon as I opened ...,"Great Quality!<br />Loved it as soon as I opened the packaged. I felt the difference in the quality in comparison to the leading brand, it feels a lot more stronger, more reliable. I would definitely recommend it for every apple user, you wont be disappointed.",08-06-2015,1438808586,221.192.230.207
US,52825085,R16PNF5FYHUDMK,B009CRMABY,71624801,ZHOL® NEW Am-fm Hidden Windshield Antenna Car Radio Truck,Mobile_Electronics,2,0,0,N,Y,Two Stars,Thought I would have gotten better signal strength.,08-06-2015,1438804325,206.172.160.45
US,33538409,R3O923V2PRBBM4,B00GQYWMFU,392416954,SunroadTek® CCD Sony chip Car Back Up Rear View Reverse Reversing Parking Camera for Ford Transit-Connect 2010-2015,Mobile_Electronics,5,0,0,N,Y,As good as an OEM,"Wow, great service and the quality is as good as the OEM camera",08-06-2015,1438830280,206.150.82.48
US,45933242,R11YQH9NSDFVQ3,B00VU7PXDG,973149575,[New Element Series] iXCC MicroUSB cables,Mobile_Electronics,5,0,0,N,Y,Five Stars,Great product for an even better price.,08-06-2015,1438857193,220.38.3.7
US,13837552,RG1A8ZSUHRKCJ,B000MDO8E4,722833481,Apple 1GB iPod Shuffle (2nd Generation) USB Flexible Dock,Mobile_Electronics,1,0,0,N,Y,One Star,Stars say it all,08-06-2015,1438832141,211.212.244.217
US,43817975,R2MV8R7D6XRR1A,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,0,0,N,Y,Nice product!,Thank u!! Nice product!,08-06-2015,1438844954,220.252.107.39
US,2363187,R316R9YZ3PQM31,B00VU7PGPQ,973149575,[New Element Series] iXCC MicroUSB cables,Mobile_Electronics,5,0,0,N,Y,[New Element Series] iXCC ® 2 pcs 10 ft (charging cord/cable for my KFhdx) :-),"Well, I've not much experience with computers, tablets, etc but I know that this charging cable for my Kindle Fire HDX, from this company, is far superior than I had expected.  Upon ordering, there were multiple choices, but seemingly this one caught my eye and I am glad!!  Great length and my KF charges very quick! THX for the high quality of your product(s).  ...oh yes.and the price was right! YAY!",08-06-2015,1438870111,220.213.28.216
US,11407418,R4VJKRIVNPD4Z,B00MJCDPM2,754171872,Sentey LS-4460 B-Trek S8 Bluetooth Portable Stereo Speaker (Black),Mobile_Electronics,4,0,0,N,Y,Four Stars,for the price this is excellent,08-06-2015,1438810041,207.18.75.236
US,17835519,R3SBVUXI42Z3FL,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,0,0,N,Y,Five Stars,"Cables work great, seem to be very durable cables so far.",08-06-2015,1438845270,222.51.140.0
US,4457543,R2EHJ7H6SLMPXJ,B00WE1YCR0,620791586,New Wayzon Mini Clip Metal USB MP3 Music Media Player With Micro TF/SD Card Slot Support 1-8GB + Earphone(Purple),Mobile_Electronics,2,0,0,N,Y,JUNK!!!,It is junk I can barely hear the song that's playing and only one earbud worked I suggest not buying this,08-06-2015,1438880025,197.112.93.27
US,15029735,R3DJQQY0MOKU35,B00LAG4F6S,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,Loved the,"If you ignore the initial message, it works perfectly. Loved the price",08-06-2015,1438822870,192.92.16.191
US,13070696,R3A6JL6RSK7XV8,B00U7ZIU46,984864838,"DIGITNOW BM001-US Portable Radio Cassette Recorder, Cassette Tape to Mp3 Converter and Radio to Mp3 Recorder with Voice Recording Feature, Used As a walkman",Mobile_Electronics,1,2,3,N,Y,One Star,Only the radio works.,08-06-2015,1438838163,192.2.228.106
US,19883039,R360NUU31VAGZN,B00X5XJQMC,159291623,7inch TRUCK Car GPS Navigation Navigator 4GB USA Canada Mexico All US or EU New Map,Mobile_Electronics,5,0,0,N,Y,PERFECT,"IT IS MORE THAT I EXPECTED TO GET, ON TIME AND AS DESCRIBED",08-06-2015,1438813387,215.244.81.16
US,17852623,R1L0FTUMJNAG49,B00CJZLHN8,869734493,"Apple Ipod Nano 7th Generation, 16GB, Silver",Mobile_Electronics,5,0,0,N,Y,Five Stars,"have allot of my favorite music on it,replaced my xm cost",08-06-2015,1438830903,208.147.194.198
US,30152615,R1THQ2ZDW4ZNI7,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,Happy so far,"Only used it a couple weeks so far, but it's proven to be durable as far as I can see. So many of these tear apart at the connection point.  Happy so far!",08-06-2015,1438819498,193.108.178.98
US,21135661,R2WS2DZIWCQG0P,B0125TAQUW,342310746,"Avalon Waterproof Wireless Bluetooth 3.0 Speaker with Suction cup and Bicycle Clip, Black",Mobile_Electronics,5,0,0,N,N,... received this Avalon Waterproof wireless speaker today and absolutely love it. It is very durable and the sound ...,I received this Avalon Waterproof wireless speaker today and absolutely love it. It is very durable and the sound clarity it amazing. I used this in the shower this morning w/ the attached suction cup and had no issues. This speaker is easy to use. I would highly recommend this product. I received this speaker at a discount in exchange for an honest review.,08-06-2015,1438808065,222.201.12.96
US,779273,R9VSD0ET8FERB,B00KMO6DYG,397452138,4 Gauge Amp Kit Amplifier Install Wiring Complete 4 Ga Installation Cables 2500W,Mobile_Electronics,4,0,0,N,Y,Great kit,This is a great wiring kit i used it to set up my Pyle 2000 watt amp to 2 alpine subs and worked just fine. im not sure about the power cord and its length because my battery is in the back but the ground cord is a bit short and thats its only flaw and that why i gave it 4 stars. great kit,08-06-2015,1438869251,216.37.186.52
US,30557279,R110H8261M3AVK,B00ZCNIFEI,143981564,"LED, Bessky® 5M RGB 5050SMD 300LED Waterproof Flexible LED Light Strip+44Key IR Remote",Mobile_Electronics,1,0,0,N,Y,Not happy when i get cheated,This product was misrepresented !!<br />it was not ready to use !!<br />i had to buy a transformer to make it work !!<br /><br />Not happy when i get cheated!!,08-06-2015,1438883399,192.155.217.190
US,14588778,R1LKEBHGJLH4R2,B00CJZLHN8,869734493,"Apple Ipod Nano 7th Generation, 16GB, Silver",Mobile_Electronics,5,0,0,N,Y,great product,Outstanding. Great product came with wall and usb charger. Best price you will find for a new iPod.<br />I highly recommend this.,08-06-2015,1438802917,201.3.200.186
US,16558147,R2SQJ8C0U96TLG,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,0,0,N,Y,Great,These work great. Plenty of length for comfortably,08-06-2015,1438813631,210.85.111.26
US,26050856,R1O634T1WUVP8P,B00U05MVPM,371469224,Lethal-Eye NPT Adapter 4003 Oil Filter Thread,Mobile_Electronics,4,1,1,N,Y,Four Stars,"Great buy, great seller",08-06-2015,1438865241,213.202.156.53
US,4495349,RT32VMT62M7PR,B00VRBS1FM,51740085,Aweek® New arrival TK Port 2 Pin Two Way Radio Motorcycle Helmet Headset Headphone Microphone For KENWOOD Walkie Talkie Two Way Radio BaoFeng UV-5R UV-5RE Puxing PX-777 PX-888K CB Ham Radio,Mobile_Electronics,3,0,0,N,Y,The actual microphone and speaker portion worked great. Sound came through clear enough for communications and ...,"The actual microphone and speaker portion worked great. Sound came through clear enough for communications and the microphone didn't garble tranmissions. My only quip is that the connection between the headset and the plug for the radio has very fragile pins. Use care if the wires will be plugged and unplugged frequently. Other than that solid, affordable headset.  Would have easily been a 4 or 5 star product if the connectors weren't so easily broken.",08-06-2015,1438800781,198.113.74.34
US,52188353,R3TA5B3RUSYL0Y,B00OLP6A90,490254135,"AokoTech® Digital Mini 2"" Instant-Read Temperature & Humidity Gauge Thermometer (Hygrometer) - Most popular applications for Cars, Incubators and Brooders",Mobile_Electronics,2,0,0,N,Y,Not good for a car,"When my car gets hot, both reading go offscale and don't recover for hours. It's not even mounted where the sun car hit it.<br /><br />Something sold for a car should be able to handle the high temperatures found in a car in the sun.",08-06-2015,1438878436,192.223.175.204
US,21797842,R3R0K8EYGBMPQ5,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,0,0,N,Y,but so far they seem to be more durable and a better quality than most other brands,"I have only had these cables for a week, but so far they seem to be more durable and a better quality than most other brands. I m hoping they last longer than a month than the other cheap cables seemed to last. Overall I m happy with these cables for the price!",08-06-2015,1438832841,223.196.61.245
US,20075194,R2EUJGBJ8S6AB6,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,3,0,0,N,Y,Three Stars,ONE OF CABLES DID NOT WORK OUT OF THE BOX,08-06-2015,1438849922,203.219.251.171
US,37926809,RM35UV4RRYK6T,B00H0UX0CS,777395814,By lovelive-5 stars Selling CCD Color Monitor Image CAR REAR VIEW PARKING REVERSE CAMERA FOR VW T5 TRANSPORTER / MULTIVAN T5 GOLF PASSAT TOURAN CADDY / Skoda Superb,Mobile_Electronics,1,0,0,N,Y,Camera fell off mount,"Came apart on a hot day/long trip.  Otherwise, it was good while it lasted.",08-06-2015,1438876755,199.141.31.157
US,51028201,R2010W1RAPZ3WL,B00MFM89XQ,686355048,"Lumsing&reg; Portable Wireless Bluetooth Speaker with NFC Built-in Microphone, Powerful Sound Rechargeable Battery up to 1 Day Playtime",Mobile_Electronics,5,0,0,N,N,Great Value,"This is a great BT speaker.  The battery life is great, the speaker volume and  quality are great. It easily connects to my devices. It seems quite rugged. The price is really low for this level of quality.",08-06-2015,1438851801,219.65.246.148
US,50709051,R5VX5RY4CWFLK,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,4,0,0,N,Y,"works as expected. They are cords, so nothing ...","works as expected.  They are cords, so nothing to get overly verbose about.",08-06-2015,1438883200,218.253.186.221
US,27627260,R3GQ82K9GQ7JFH,B00R7DQASO,597247289,"G.G.Martinsen 16 GB Slim 1.78"" LCD Mp3 Mp4 Player Media/Music/Audio Player with accessories-Silver Color",Mobile_Electronics,1,0,0,N,Y,Used it once... now it wont charge ...,Used it once...now it wont charge.,08-06-2015,1438799447,221.109.205.74
US,34542598,R23LXKV01PSA39,B00YDZ7Z1U,133327100,2 Pair Motorcycle Scooter Refit Cornering Led Colored Signal Indicators Blinker Lights Parts Red,Mobile_Electronics,4,0,0,N,Y,Four Stars,Look and work great!,08-06-2015,1438883724,194.242.114.37
US,8401596,RUJA4K0YSC0AI,B005DECMC2,823998262,RS22162 5-Disc CD Audio System with AM/FM Radio - RCARS22162,Mobile_Electronics,5,0,0,N,Y,Five Stars,excellant quality,08-06-2015,1438842917,204.173.206.141
US,24116945,R3PSS4JDXJEV0O,B00SY4FSG0,605156708,"1byone 9.6A / 48W 4-Port USB Car Charger, Safety Protection for Apple and Android Devices, Red & Black",Mobile_Electronics,5,0,0,N,Y,I wish the light was a little brighter when plugged ...,I wish the light was a little brighter when plugged in but this thing is a life saver in my car that only has one plug in.,08-06-2015,1438881967,207.7.105.157
US,520661,R3QM4ZF2IX8ORI,B00C6MHQMA,573599438,"Skar Audio RPX525 5.25"" 2-Way 240 Watt Coaxial Car Speakers",Mobile_Electronics,5,0,1,N,Y,I have a 1991 ford f150 and purchased these speakers ...,I have a 1991 ford f150 and purchased these speakers and they are worth every penny..they have crystal clear sound and shipping was fast.,08-06-2015,1438836037,201.177.35.227
US,29567234,R3G5WE99H4TWIG,B00AOLFDR0,426448672,"700mAh 361-00026-00 Battery Garmin Forerunner 205, Forerunner 305",Mobile_Electronics,2,0,0,N,Y,did return it which was very easy to do,"it was more difficult to instal and didn't work w/ my garmin, did return it which was very easy to do",08-06-2015,1438884184,210.93.7.55
US,52514006,RL4PQ7R05YXTN,B009CRMABY,71624801,ZHOL® NEW Am-fm Hidden Windshield Antenna Car Radio Truck,Mobile_Electronics,1,1,2,N,Y,Disappointed by the lack of connectivity between the coax and the antenna.,"This only picked up radio stations when my tailgate was up. As soon as I closed it, it lost everything.<br /><br />I had to pull the double sided tape off the bottom of the plastic housing. The hot glue they used to hold it together had failed, and the screw through the &#34;antenna&#34; was not actually making contact with the antenna. Very poorly put together. After I removed the antenna from the feed coax, I actually picked up as many stations on the coax as I did with the antenna attached. My guess, the antenna's poor connection kept it from working.<br /><br />Pick another antenna.",08-06-2015,1438807766,197.111.52.179
US,25517303,R1FJ2DLYAA7LHX,B00SU7B4HS,130166293,iXCC Element Series 1ft Apple MFi Certified Lightning 8pin to USB Charge and Sync Cable for iPhone SE/5/6/6s/7/Plus/iPad Mini/Air/Pro - Black and White,Mobile_Electronics,5,0,0,N,Y,Five Stars,These are a hard to find length and work wonderfully!  I'll order more,08-06-2015,1438831898,215.95.170.81
US,44322995,RPOJDQLCOPJ0A,B0067XVNTG,563475445,"Generic Car Dashboard Video Camera Vehicle Video Accident Recorder (2.0"" 1080P)",Mobile_Electronics,3,0,0,N,Y,Three Stars,not too bad,08-06-2015,1438818986,199.60.236.110
US,11720974,R3IX0VSTC82G6I,B00XT2WKAY,122560341,MKM AUDI Micro USB music Interface Adapter Cable FOR AUDI Audi A3 A4 A5 A6 S5 A6 A8 Q7 S4 A3 A4 A5 AMI MDI MMI system VW Volkswagen MDI Interface MEDIA-IN AUX Micro USB Adapter Cable For MP3 player Mobile phones Android Phones& Tablet Compatible with Beetle/EOS/Jetta/GTI/GLI/Golf/Passat/Tiguan/Touareg,Mobile_Electronics,1,0,0,N,Y,One Star,didn't work with my car,08-06-2015,1438801600,205.122.231.113
US,1777318,R8GFZ1X7YJ6PZ,B00PK4DGO8,74989206,"Aukey MUSE Portable Wireless Bluetooth Speaker, 10 Hour Playtime, Dual 5W Driver, Enhanced Bass, Full, High-Def. Sound, Built in Mic, 3.5mm AUX Port (SK-M2, Silver)",Mobile_Electronics,5,0,0,N,N,Five Stars,"Good product, thank you.",08-06-2015,1438809771,221.145.250.148
US,912548,R3RU28ZIP97UDS,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,0,0,N,N,Love them,They work perfectly and are durable to last love the length,08-06-2015,1438802185,213.60.185.5
US,1266583,R3IP40C4JUOAZK,B012EA8OB0,702203341,Bluetooth Wireless Speaker(red),Mobile_Electronics,5,0,0,N,N,Get it,"Best wireless I've found yet, use it all the time, and I listen to some pretty weird music that can really challenge a poor little speaker. I like it loud, and I like it now. Get it. Great price.",08-06-2015,1438822638,219.171.182.31
US,33391747,R13CK83NL3NYA7,B00KW3XNUE,219920841,Magicfly Wireless RF Item Locator Key Finder 1 RF Transmitter and 6 Receivers,Mobile_Electronics,5,0,0,N,Y,Work great,"Bought these to use on my tortoises and they work like a charm.  They are loud enough for us to hear, and if they happen to knock them off we are able to locate them in the bushes.  They seem to hold up well in the rain.  I haven't used them in side so not sure if they will go through walls.  These work great for the purpose we purchased them for.",08-06-2015,1438858717,202.96.89.161
US,10353844,RWRD4W8EG76J1,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0,0,N,Y,Excellent.,Just as described.  Excellent.,08-06-2015,1438837805,220.175.111.135
US,2687617,R677V1YQ2R3R0,B00D64AKPM,176635226,"Party-Pack Audio Blasting Neon Hipster Fanny Pack with Built-In Stereo Speakers / Amplifier / Small Compartments for Parties , Raves , Music Festivals - Works with your MP3 Player , Smartphone & More *Bonus Screen Cleaning Cloths*",Mobile_Electronics,5,1,1,N,Y,Five Stars,Love,08-06-2015,1438840404,221.99.112.223
US,46881530,R3HYXJ6YHXDUEP,B00OYVJLZQ,312846790,"Pioneer AVH-X7700BT 7"" Flip-Out DVD Receiver with Bluetooth, Siri and Pandora",Mobile_Electronics,5,0,0,N,Y,Five Stars,great product!,08-06-2015,1438847971,195.67.250.4
US,24225925,R1KYL516A200S1,B0050MW0Z6,876834101,LCD Display and Touch Digitizer Screen Assembly for ipod touch 4th Generation,Mobile_Electronics,4,0,0,N,Y,Four Stars,K,08-06-2015,1438801759,207.213.209.0
US,5368734,RZ9NYUA1338J0,B012EA8OB0,702203341,Bluetooth Wireless Speaker(red),Mobile_Electronics,5,0,0,N,N,very pleased,"I was pleasantly surprised by the volume this can produce, and it works for hours. Only done four hours so far, but it performed flawlessly, I am led to believe it may do 8 hours pretty easily.",08-06-2015,1438852750,219.172.42.125
US,12811252,R3LDI6M2H4A9O2,B00RSDWH6M,19827141,"32gb Slim Tonik Mp3 Mp4 Player with 1.8"" LCD Screen Fm Radio, Video Games & Movie Black",Mobile_Electronics,4,0,0,N,Y,Four Stars,"Works great. Not as simple as an Apple device, but worth the price.",08-06-2015,1438875265,201.100.50.67
US,43861338,R2RKRLW02UNOTX,B00JMJHJRM,409892142,"SimplyVibe V3-5CPS Bluetooth Mini Ultra Portable Speaker in Alloy Steel Housing with Rechargeable Li Battery (works w/ iPod, iPad, iPhone, Android Devices) - Best Sounding Mini Speaker in the Market!-Silver Color",Mobile_Electronics,5,0,0,N,Y,Pleased!,"Little and mighty! Used a few days..thinking it would be a great gift for smartphone users, tablets. Etc",08-06-2015,1438831640,209.17.144.28
US,533954,R3FQVHGAI6QJNQ,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,0,0,N,Y,Tough and enduring,seems tough and have worked excelent.,08-06-2015,1438840874,213.106.158.102
US,4472508,R3T6BP9SXKZA4H,B00VU7PGPQ,973149575,[New Element Series] iXCC MicroUSB cables,Mobile_Electronics,5,0,0,N,Y,Five Stars,Great,08-06-2015,1438857111,205.83.154.240
US,16286227,R3RYD9O2VNECAB,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,0,0,N,Y,Might be what I have been looking for.,So far these are working great and have lasted longer than most of the iPad cords out there. Tired of spending money on cords that only last 2 days.,08-06-2015,1438866320,217.66.91.253
US,5572608,R1POH0V5T3TMGU,B007UXNHNM,923851403,"eForCityLeather Case for Barnes and Noble Nook Simple Touch with GlowLight , Black",Mobile_Electronics,5,0,0,N,Y,Five Stars,Perfect fit for my Kindle!,08-06-2015,1438860496,199.250.175.24
US,13073913,R3UN31LVHSC87I,B00LAG4F6S,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,N,so far so good. seem very sturdy adn length is perfect,so far so good.  seem very sturdy adn length is perfect.,08-06-2015,1438882640,220.37.210.104
